time,energy,cmmt,sstot,d12,d13,d14,d23,d24,d34,rg1,rg2,rg3,rg4
9499.000451,-282042.7344,3.265108,18.613293,1.17714,1.971523,1.453106,1.152344,1.227731,1.189709,0.587246,0.666972,0.679143,0.664669
9549.000454,-284639.5625,3.148719,20.483912,1.282139,1.9632,1.404662,1.132352,1.250705,1.227689,0.598856,0.673513,0.650893,0.671728
9599.000456,-282581.2773,3.123,20.563693,1.28499,2.014002,1.385977,1.214711,1.248584,1.173521,0.593101,0.669753,0.643628,0.667959
9649.000458,-283354.7695,3.564463,21.553122,1.27784,1.17862,1.43062,0.9539,1.9328,1.04658,0.740712,0.698553,0.669553,0.631519
9699.000461,-281917.5625,3.773533,20.630182,1.223487,1.080744,1.407825,0.90353,1.919003,1.056234,0.742639,0.753648,0.668375,0.63463
9749.000463,-286630.4688,3.647545,21.789901,1.241603,1.201721,1.339874,0.935503,1.90642,1.08844,0.736667,0.738267,0.652082,0.655776
9799.000465,-281612.8906,3.367627,21.127476,1.11933,1.329733,1.69069,1.013662,1.466332,1.259544,0.695152,0.749187,0.639514,0.587811
9849.000468,-287983.0469,3.656764,21.704466,1.22612,1.185791,1.345896,0.928657,1.92207,1.107148,0.733062,0.741377,0.633108,0.679975
9899.00047,-281073.5352,3.720417,22.146247,1.230516,1.179764,1.335027,0.932266,1.8922,1.06278,0.747614,0.735586,0.625594,0.670825
9949.000473,-286035.7031,3.598726,21.116784,1.1887,1.262969,1.408929,0.960562,1.872716,1.052543,0.757227,0.730424,0.63078,0.674499
9999.000475,-286271.9766,3.740345,22.731869,1.18832,1.198824,1.362908,0.973618,1.872153,1.013604,0.73836,0.73467,0.63331,0.676677
